US	52831840	RSVHHK1ZWS7QA	B0001FFK4A	365390820	Extra Large Biscoff Two-pack Trial Size	Grocery	5	3	4	N	N	VERY GOOD!!	I have had the Biscoff biscuits on airplane flights and they are delicious.<br />Not too sweet----crunchy and great with coffee.	2004-07-07
US	49837360	R2C823DW5TCMLR	B0000536Y3	34663996	Trim Family Manicure Kit	Grocery	5	2	2	N	N	Economical Family Manicure Kit by Trim	The W. E. Bassett Company has always been America's premier and chief manufacturer of manicure implements. Their famous manicure implements have been marketed under the TRIM name for over 50 years. This Trim Family Manicure Kit has been around for some time and has been a popular item for years. And why not!?  You get a Fingernail Clipper, a Toenail Clipper, Tweezers, a Cuticle Stick and an Emery Board with fine and coarse grit sides for shaping and finishing. This is an outstanding quality product at extraordinarily economical pricing.	2004-07-07
US	49938983	RT4SYCVEWL53Y	B0001ES9F8	55327678	Senseo Coffee Pods	Grocery	5	7	9	N	Y	Bye, Starbucks!	Why would I spend five bucks per latte (and take my chances with the barista's skills) when I can make my own cup of foamy happiness in less than a minute, and for so much less? Answer: I wouldn't. At least not any longer. The Medium Roast coffee pods will satisfy you whether you drink it black or take it &quot;regular&quot; (with milk &amp; perhaps sugar). I like to use one Medium pod and one Dark Roast pod for my first cup in the morning...it makes a nice, fragrant cup that packs a jolt. I'd highly recommend buying a few bags of the Medium Roast and the Dark Roast at the same time. If you're like me, you won't want to run out-your mornings just wouldn't be the same without your Senseo.	2004-07-07
US	50199793	R5BEHBPW5E8GP	B0000WAHYW	861436013	All One Multi Vitamin & Mineral Powder, Original Formula, 15.9 oz.	Grocery	5	1	1	N	N	Boost Your Energy Level with Pure Nutrition Supplements	Reviewer: TheRebeccaReview.com from Washington State<br />\\"Every molecule of ALL ONE is pure nutrition. Not a protein drink. Not a meal replacement drink. ALL ONE is formulated with a unique, amino acid bonding process that begins with pure vitamins and minerals.\\" ~All One Container<br /><br />If you hate swallowing or chewing vitamins, then this is an alternative. This is a tasteless powder that can be mixed into milk or juice. To mix this powder fully, use a blender like the Braun immersion blender: ASIN: B00006I4YF, you can find this here at Amazon. You can also use a Tupperware shaker or GNC has shakers that work very well to blend this powder.<br /><br />I like blending a level tablespoon of this powder with one scoop of \\"GeniSoy Soy Protein Shake\\" powder (ASIN: B00014DYAI). I find the flavors of the shake make the flavorless vitamin powder very palatable, although you can simply use just the powder and flavor your milk with vanilla and a bit of honey. The powder has a base derived from the sweet milk of New Zealand dairy cows. However, this mixture is \\"lactose and hormone\\" free.<br /><br />High Potency antioxidants: A, C & E + selenium and bioflavanoids<br />Stress B-Complex + a full gram of vitamin C<br />Full spectrum minerals for easy absorption<br />Valuable trace minerals<br />Essential vitamins<br />Includes iron<br />All nutrients in optimal balance<br /><br />One heaping tablespoon ( 15 grams ) contains:<br /><br />35 Calories, 2g Carbohydrates, 7g Protein, 8,000 IU Vitamin A (Vitamin A Palmitate), 7,000IU Vitamin A (Beta Carotene), 1,000mg Vitamin C, 500IU Vitamin D (Ergocalciferol), 400IU Vitamin E (as d-Alphah Tocopherol Succinate), 5mcg Vitamin K (as Phylloquinone), 25mg Thiamin HCL (B-1), 25mg Riboflavin (B-2), 100mg Niacin (Niacinamide), 25mg Pyrodoxine HCL (B-6), 400mcg Folic Acid (as Folate), 25mcg Vitamin B-12 (Cyanocobaliamin), 25mcg Biotin (d-Biotin), 100mg Pantothenic Acid (d-Calcium Panthothenate), 500mg Calcium (as Calcium Caseinate/Calcium Carbonate, Dicalcium Phosphate-AA Chelate), 200mg Phosphorus(as Dicalcium Phosphate from Calcium Caseinate), 18mg Iron (as Ferrous Sulfate-AA Chelate), 180mcg Iodine (as Potassium Iodide), 200mg Magnesium (as Magnesium Carbonate), 15 mg Zinc (as Zinc Oxide), 50mcg Selenium (as Selenium Proteinate), 0.2mg Copper, 4mg Manganese, 50mcg Chromium, 50mcg Molybdenum, and 99mg Potassium. This mixture also contains Amino Acids: Alanine, Arginine, Aspartic Acid, Cystine/Cysteine, Glutamic Acid, Glycine, Histidine, Isoleucine, Lysine, Leucine, Methonine, Phynylalanine, Proline, Serine, Threonine, Tryptophan, Tyrosine, and Valine. This also contains: Hesperidian Complex, Lemon Bioflavonoids, PABA, Choline, Rutin, Lecithink, Inositol, Rice Bran and a base of Papain, Betain (digestive enzymes) and Kelp. There is also 3mg of Maltodextrin.<br /><br />This is a 30-day supply of Vitamins, Chelated Minerals and Amino Acids. It is a High Potency B-Complex formula and contains Anti-oxidants.<br /><br />After just a week of using this product you are going to notice faster muscle recovery after exercise and also find that your skin is just glowing.<br /><br />I recommend this formula to anyone who is feeling worn out, irritable, lacking energy and noticing their skin texture and vibrancy is just not what it could be. Take this with Soy protein powder and you will start to notice increased energy levels and other great benefits.<br /><br />The main reason I chose this \\"Original\\" formula was because I was looking for Leucine, isoleucine and valine, which are good for muscle recovery after a workout. This powder contains: 623 mg Leucine, 332mg Isoleucine and 402mg Valine. So, I thought the original formula would be perfect to add to an after-workout shake.<br /><br />\\"Branched-chain amino acids (BCAAs) have been shown to enhance recovery after exercise. The catabolic stage can also produce a feeling of \\"the blahs,\\" which is partly but not entirely related to fatigue. BCAA supplementationhas been shown to counteract this effect, leaving people feeling \\"pumped and powerful\\" after their workouts.\\" ~The Metabolic Plan, pg. 88 (Information originally obtained from the Journal of Sports Medicine and Physical Fitness and other sources.)<br /><br />There are 5 main formulas: Original, Rice Base, Green Phyto Base, Fruit Antioxidant and Active Senior.<br /><br />Added Bonus: This company offers a free \\"scoop and shaker cup\\" when you provide a proof of purchase. When you write them, ask for a Ingredient Information pamphlet and information booklets about their products.<br /><br />I'm very impressed with this product and want to try all the products ALL ONE produces. There is a purity in their products that makes me feel good about taking their nutritional supplements. I also enjoy the fact that there is no \\"vitamin\\" scent to their products. This product is almost flavorless which makes it perfect to add to juice or milk. Just use a blender for the best result.<br /><br />For Travel: ALL ONE Multiple Vitamins & Minerals For Travel - 210 Tablets<br /><br />Tried Recently - ALL ONE Powder - Fruit Antioxidant Formula<br /><br />Also loved the Totally Fiber Complex that also contains hyssop, Cherrybark and Ginger.<br /><br />~The Rebecca Review<br /><br />P.S. Look for \\"The Metabolic Plan\\" by Stephen Cherniske, M.S. - a book that will change your life!workouts.\\" ~The Metabolic Plan, pg. 88 (Information originally obtained from the Journal of Sports Medicine and Physical Fitness and other sources.)    There are 5 main formulas: Original, Rice Base, Green Phyto Base, Fruit Antioxidant and Active Senior.     Added Bonus: This company offers a free \\"scoop and shaker cup\\" when you provide a proof of purchase. When you write them, ask for a Ingredient Information pamphlet and information booklets about their products.     I'm very impressed with this product and want to try all the products ALL ONE produces. There is a purity in their products that makes me feel good about taking their nutritional supplements. I also enjoy the fact that there is no \\"vitamin\\" scent to their products. This product is almost flavorless which makes it perfect to add to juice or milk. Just use a blender for the best result.     For Travel: ALL ONE Multiple Vitamins & Minerals For Travel - 210 Tablets    Tried Recently - ALL ONE Powder - Fruit Antioxidant Formula    Also loved the Totally Fiber Complex that also contains hyssop, Cherrybark and Ginger.     ~The Rebecca Review    P.S. Look for \\"The Metabolic Plan\\" by Stephen Cherniske, M.S. - a book that will change your life!	2004-07-06
US	50260412	R382ELZT3VEPBM	B0000E227H	936852882	Ground Caffeinated 8 Box Roast Variety Pack	Grocery	1	0	0	N	N	Overpriced muddy water	I hate this coffee.  I have tasted many &quot;gourmet coffees and this one is by far the worst I have ever tasted. Also Every time I drank a cup of Gevalia coffee, it upsets my stomach.  I definately do not think that the price is justified.  I would reccomend BOCA JAVA or starbucks instead	2004-07-06
US	29221114	RUSZBTPUVW9Y8	B0000DG596	131170707	Colon Blow A Red Habanero Enema! Hot Sauce, 5 fl oz	Grocery	5	3	3	N	N	OMG!! IT EATS THRU PLASTIC!!!	My boyfriend uses this stuff religously, in everything!!! Just be cautious it seeps thru in your frig. an burns the heck outta anything you touch!! Max 1 cap full will set ya on fire!!Oh! And the next day stay near the pot.....cuz if you think it's hot goin down it'z even hotter comin out!!!!	2004-07-06
US	52401502	R1PF1NMGHMTOS9	B00016JHAM	567443205	Great Gourmet Fresh Mako Shark (2 lbs.)	Grocery	1	17	30	N	N	Please don't buy luxury food from endangered species!	Many species of sharks are on the verge of becoming extinct by excessive fishing. Millions and millions of these top predators of the sea are caught, their fins are cut off and the living torsos are thrown over board - still alive, but unable to swim and are condemned to a cuel slow death.<br />We need the sharks alive because they are the top of marine ecosystem and they keep it healthy and in balance. Way more than 200 million sharks are killed annually. More than 47 species are on list of endangered animals. Some species are already considered extinct because there are not enough heads left reach maturity and reproduce in numbers that guarantees the survivial of the species.<br />So how does ridiculous &quot;Great Gourmet Fresh Mako Shark (5 lbs.)&quot; taste in the light of this information???? Please don't buy articles from endangered species!<br />&quot;If sharks die,<BR>the sea dies&quot;<BR>Andy Cobb, ambassador SHARKPROJECT South Africa<br />For more information search the web - you will find plenty and I have no doubt that you will be alarmed and shocked!<br />Thanks for considering my informations.	2004-07-06
US	29249097	RBSL9CKEYWAPL	B0000DI033	33330857	All Purpose Seasoning Blend, "Pepperman", Shaker, Organic, 6 oz.	Grocery	5	0	0	N	N	Awesome	This stuff is great on everything! Try it on scrambled eggs!	2004-07-06
US	42631909	R8YRAWLBZLSS3	B00019MMNS	662827902	Hot & Sour Soup Mix	Grocery	1	0	15	N	N	Hot and Nasty	This was the grossest soup I have ever tried. I didn't buy it from amazon, but after eating it I was induced to vomit. I would highly suggest that you do not buy this and maybe think about some ramen.	2004-07-06
US	50262503	R3FDZXVQW0Q7MR	B0001MJHOW	663935999	UNCLE EDDIES VEGAN OATMEAL RAISIN COOKIES / 4 BAGS	Grocery	4	4	5	N	N	these are a winner	Uncle Eddies vegan cookies are moist flavorfull cookies. the peanut butter chocolate chip have a nice peannuttty flavor and are  chock full of fat chocolate chips :)<br />All of the other varieties live up to the same high standards . try these delicious  treats !	2004-07-05
