US	37192732	RKTP90B2WMQ3V	B000068PBR	983465512	Norelco T860 AcuControl Beard and Moustache Trimmer	Personal_Care_Appliances	5	3	4	N	N	The Trimmer From Up Above	Wow! I should have bought one of these long ago! It's totally worth every penny after you use it a few times. There is NO need to get the next model up if all you want is a good shave. The next model up (the T990 I believe) charges in 1 hour vs. 10 hours for this model, and it has an LCD screen to show battery life. For as often as you'll use this trimmer, plugging it in overnight while you're sleeping is not that big a deal. This model doesn't have an LCD screen to tell you battery life, but do you really wanna pay more than double just for a quicker charge and a display of battery life? Not me!<br />The guard on the trimmer is smooth and glides easily over your skin. The T860 trims effortlessly - never snagging, pulling, or getting clogged with your hair. Battery life stays consistent until the last minute before it's completely drained. To eliminate hair's static attration to the rubber dial used to change cutting length, spray it with a quick spritz of Static Guard. Otherwise, just rinse it off when you're done; the hair rinses off easily with water.<br />This trimmer is made to trim facial hair, but it works GREAT on the legs, chest, stomach, and any other areas you'd imagine shaving! The 9 different settings insure that you keep the hair on, but under control...nice and tidy appearence. We all know how hairy we guys can get! I like to use a #3 on my legs, but you'd want to start out with a 6, then go DOWN ONE LEVEL AT A TIME to ensure that you don't cut TOO MUCH OFF.<br />DO NOT USE THE GUARDLESS TRIMMER WITHOUT READING THE DIRECTIONS! I nipped my skin (drawing a little blood) several times. Read directions and see illustrations for proper use without the guard. In any case, I do not recommend using it guardless in sensitive areas as it can be painful.<br />Anyway, if you're wondering whether you should buy this trimmer, DO. You will NOT regret the INVESTMENT! It saves so much time!	2004-02-10
US	30266489	R2GILDV52P2LC9	B0000AZWIA	690330875	Oral-B PC 7900 Deluxe Oral Care Center	Personal_Care_Appliances	5	26	28	N	N	Excellent Product	Purchased this unit to replace a 10 yr old Braun Oral Care system.  In researching where to buy, found a couple of reviewers indicated irrigation water pressure not acceptable.  I found it as good as or better than old unit.  The brush unit is far better than previous one.  Excellent system for my use.  Cost thru Amazon.com was the lowest found even thru Walmart.  The free shipping was a plus.  Received unit in five days.  This was my first Amazon.com order and am impressed.	2004-02-09
US	52686888	R1ZOVOMAOKP0DD	B00005JHVY	740420438	Ultrasonex SB300U Rechargeable Toothbrush with 3 Replacement Brush Heads	Personal_Care_Appliances	5	4	5	N	Y	Teeth Never Felt Cleaner...	I love this toothbrush, I've been using it for about three months.  Last month when I went to the dentist he told me my teeth looked great, and said, &quot;You could probably get away with telling us you floss everyday.&quot;  I don't.  Not even close.  Eighteen bucks well spent, in my opinion.	2004-02-09
US	41073376	R1XFLESFFDTF9J	B00005JHVY	740420438	Ultrasonex SB300U Rechargeable Toothbrush with 3 Replacement Brush Heads	Personal_Care_Appliances	5	5	5	N	N	Great Little Toothbrush	I've had this for a three weeks and what a difference it makes.  I've always been a big brusher / flosser but this brush got all the difficult to reach spots, especially right along the gum line.  I travel a lot for business and took it on the road with me for 4 days without the charger and it worked just fine.  I was skeptical at first due to the cheap price but it works great.  Highly recommend it.  Keep smiling :)	2004-02-09
US	25652087	RYDOUHMKBZ6AJ	B00009KFMU	13900063	HoMedics Rejuvenator Shiatsu Foot Spa	Personal_Care_Appliances	1	14	22	N	N	Dangerous Item	The 2nd time I used this the controls stopped working and it wouldn't shut off. It started smelling like burnt electrical components and I had to unplug it from the wall.	2004-02-09
US	38136879	RHL3E4YLLN0MX	B000063TL9	96451780	FOOT REJUV WET/DRY MASSAG EQ HEAT	Personal_Care_Appliances	2	1	1	N	N	might have been good except....	I bought this product because of the reviews that I read here but once I turned the machine on, it would not turn off.  It had to be unplugged.  Not only that, all of the features ran at the same time.	2004-02-08
US	38136879	R35Z62X4HERY0F	B000063TL9	96451780	FOOT REJUV WET/DRY MASSAG EQ HEAT	Personal_Care_Appliances	2	1	2	N	N	update last review	I previously made a post stating the machine wouldn't shut off.  That was for the fr-700.  Someone else also had the same problem.	2004-02-08
US	45540681	R1XQ5SQES59YVF	B000053L6M	300470246	Surgi-Hair Stop - 2.67 fl oz	Personal_Care_Appliances	1	2	2	N	N	Empty promises	I used this after a bikini wax, hoping that it would slow re-growth for the duration of my week-long Caribbean vacation. My hair re-grew at its usual rate. It appeared that this product made no noticeable difference, even though I applied it according to the recommendations. I have much more luck with Jergens Naturally Smooth (shave minimizing) lotion.	2004-02-05
US	52088927	RL6A90CBVMZB8	B00011R448	930606148	Clarity W1000 Amplified Telephone 25dB	Personal_Care_Appliances	4	17	17	N	N	Great phone, but it lacks basic modern features	.<br />The phone line from Clarity is terrific, and works as advertised in terms of amplification and clarification. No doubt about that.<br />But look at it -- it's a 1970s design with virtually no modern conveniences. There's no Caller ID/Call Waiting Caller ID for one.<br />I dunno; I guess they assume every user is a crotchety oldster who doesn't want to be bothered with a bunch of newfangled technology. As a 30+ person with a hearing problem, I'd pay twice what this phone costs for a phone that offers the same clarity/amplification, but in a modern design with a few modern appurtenances.	2004-02-04
US	50771476	R1U9KXY381N09G	B000068PBL	613378220	Norelco 7885XL Quadra Rechargeable Shaving System	Personal_Care_Appliances	4	47	48	N	Y	A Good Shaver from Norelco	This is the latest shaver in Norelco's Quadra system.  The shaving heads are mounted in such a way that gives them the freedom to depress independently of one another, to better adapt to the unique contours of your face.  Another advantage to this razor is that the shaving heads can be washed under the faucet.  This is a feature that the Quadra system razors share with the more expensive Spectra system razors.<br />This razor is light-years better than my previous Norelco.  My last Norelco was the 885, bought back in 1991.  That razor always irritated my skin, especially the neck area.  Although it did last nine years.  Three years ago, I switched to the Braun Syncro system.  The Braun worked very well for me.  Anyway, I decided to give Norelco another try.  I was very surprised, and impressed, to say the least.  This Quadra shaves just as close and just as comfortable as the Braun Syncro.  And, it is very quiet.  So far, I am only getting 35 minutes of shaving time per charge.  But, I believe that the battery will reach its full capacity after a few more discharge and charge cycles.<br />For me, it is an even choice between this Norelco and the Braun.  I can readily recommend either one.  I suppose you just might have to try both and see which one will work better for you.  One thing is obvious though.  Either one will save you money in the long run, compared to using a blade shaver like the Mach 3, for example.  The long-term cost of periodically buying replacement blades for a Mach 3 or Sensor Excel can easily exceed the price of either one of the electrics.  I will admit, however, that neither of the electric razors can match the closeness of the Mach 3.	2004-02-03
